pali	grammar_y	meaning_y	from_y	exists
nissārita	past participle adjective	expelled; suspended	nissarati	right_only
nissāreti	causative present 3 singular	expels (temporarily from the saṅgha), suspends	nissarati	right_only
nissitajappī	adjective	speaking only what others say, relying on others’ opinions		right_only
nihatadhikaraṇa	neuter	a legal question or case which has been settled		right_only
nihatapaccāmitta	adjective	whose enemies have been destroyed; without enemies		right_only
nihi		to set in motion; impel		right_only
nihiniṃ	aorist 1 singular	setting in motion; impelling		right_only
nīcaṃ karoti	phrase	lowers; belittles		right_only
nīcakulīna	adjective	born in a family of low rank		right_only
nīcatara	adjective, comparative	lower; shorter		right_only
nīcaniviṭṭha	adjective	intent upon lowly things; humble		right_only
nīcavatthuka	adjective	with a low platform, on a low site		right_only
nīcceyya	adjective & neuter	(adjective) lower, inferior		right_only
nīcceyya	adjective & neuter	(neuter) lowness; inferiority		right_only
nīlabhijāti	feminine	the blue-green class of beings		right_only
nīlakavaddhika	adjective	with dark-blue straps		right_only
nīlagiva	adjective & masculine	blue-necked; a peacock		right_only
nīlavadhika	adjective	with dark-blue straps		right_only
nīvārabhakka	adjective	eating wild rice		right_only
nīhārabhatta	adjective	for whom food has been brought		right_only
nīhārāpetabba	future passive participle adjective	will take out, extract; will extricate; will draw out; will carry out; will remove; will drive out, expel		right_only
nīhāritabba	future passive participle adjective	will take out, extract; will extricate; will draw out; will carry out; will remove; will drive out, expel		right_only
nunna	past participle adjective	impelled; driven away, dispelled, removed	nudeti	right_only
nekavassagaṇika	adjective	in existence for many years; produced over many years	neka	right_only
nekkhammadhatu	feminine	the domain of renunciation; renunciation		right_only
negamajānapada	masculine & ~a, masculine pluralural	townspeople and country people		right_only
necayika	adjective	(one) who accumulates, who stores up		right_only
nettatappana	neuter	(applying) eye-salve, eye-ointment		right_only
nettucchinna	adjective	who has cut the rope (of craving)		right_only
netthāra	masculine	crossing; release; acquittance		right_only
nemantaṇika	adjective (masculine)	(one) who accepts invitations (to meals)	nimantana	right_only
nemitta	adjective (masculine)	(one) who interprets signs or omens		right_only
nevasaññanāsañña	adjective & ~ā, f	(having) neither apperception nor nonapperception		right_only
nevasaññanāsaññāyatana	neuter	the sphere or stage of neither apperception nor non-apperception, i.e. the fourth of the arūpa states of existence; and the fourth arūpajhana or one of the vimokkhas		right_only
nevāpika	masculine	one who throws down, who scatters		right_only
nesādī	feminine	a woman of a particular low caste (of hunters); a fowler, a huntress		right_only
paccabhavi	aorist	underwent; experienced	paccanubhavati	right_only
paccabhavitvā	absolutive	having undergone; having experienced	paccanubhavati	right_only
pacchimo kālo	phrase	the last moment, the time of dying; the final time	kāla	right_only
pañcabala	neuter	five mental forces		right_only
paṭiggahetu	masculine	one who accept, receives or takes; a recipient		right_only
paṭibhāṇa	neuter	ready wit; promptitude; readiness of speech; intelligence		right_only
paṇītara	adjective	more exalted; much delicious		right_only
pabodhentā	present participle	arousing; awakening; enlightening	pabodheti	right_only
payo	masculine & neuter	(mano-group), milk; water		right_only
paraṃmaraṇā		after the death		right_only
parikhaṇi	aorist	dug around	parikhaṇati	right_only
paripaṭati		Err:509		right_only
paribbūḷha	past participle	encompassed; surrounded	paribrūhati	right_only
paḷguṇṭhesi	aorist	entangled; enveloped	paḷiguṇṭheti	right_only
pasādaniya	adjective	inspiring; confidence		right_only
pāyesi	aorist	made suck or drink	pāyeti	right_only
pārupi	aorist	wrapped in; veiled; put on a robe	pārupati	right_only
piṭṭhakhādaniya	neuter	sweets made of flour		right_only
privisitvā	absolutive	having served with food; having waited upon when food is taken	parivisati	right_only
pharusāvācā	feminine	rough speech		right_only
phaletvā	absolutive	having broken; having split; having cut asunder	phāleti	right_only
bakkhituṃ	infinitive	to eat; to feed upon	bhakkhati	right_only
badālatā	feminine	a creeper of sweet taste		right_only
bahualīkamma	neuter	continuous practice; zealous exercise		right_only
bhattavissaggakaraṇatthāya		for taking meals		right_only
bhānumantu	adjective	luminous; (masculine), the sun		right_only
bhiyyoso mattāya		exceedingly; more than one’s ability		right_only
bhussamāna	present participle	barking	bhussati	right_only
maṅgalāssa	masculine	state horse		right_only
mattikapatta	masculine	earthen bowl		right_only
mahānubbāva	adjective	of great majesty		right_only
mahābhūta	neuter	the four great elements		right_only
māṇa	neuter	measure; measurement. (masculine), pride; conceit		right_only
mānusika	adjective	existing in the human world		right_only
mālāguṇa	masculine	a string of flowers		right_only
mukhaṃ ulloketi	phrase	watches, looks to (as a superior, for instruction or approval)	ulloketi	right_only
mukham oloketi	phrase	watches the face (of someone to detect their feelings or intentions); defers (to), shows partiality	oloketi	right_only
muṭṭhassatī	adjective	forgetful		right_only
muddhā	masculine	the head; top; summit		right_only
yacitaka	neuter	a borrowed thing		right_only
yato kutoci	phrase	from anywhere at all; from somewhere or other; from whichever	kutoci	right_only
yathānusiṭṭaṃ	adverb	in accordance with the advice		right_only
yaso	masculine & neuter	(mano-group), fame; glory; success; retinue		right_only
yādisasaka	adjective	whichever; whatever; which like		right_only
yāpananīya	adjective	sufficient for supporting one’s life		right_only
yāvad eva	indeclinable	only for		right_only
rajo	masculine & neuter	(mano-group), dust; dirt; pollen; defilement; impurity		right_only
rathāṇīka	(ratha + aṇīka), nt	a group of war chariots		right_only
ramanī	feminine	a woman		right_only
rasaharaṇī	feminine	the taste conductor		right_only
rājadhāni	feminine	the royal city		right_only
ḷāpukaṭāha	adjective	the outer crust of a gourd used as a vessel		right_only
vaco	masculine & neuter	(mano-group), word; saying		right_only
vaṇacolaka	neuter	a rag for dressing a wound		right_only
vattetu	masculine	exercising; keeping on		right_only
vayo	masculine & neuter; mano-group	age; loss; decay; expenditure		right_only
vāṭa	masculine	an enclosure		right_only
vigatacchandatā	feminine	the fact of having no liking		right_only
vighāṭita	past participle	unfastens; breaks up; opens. (aorist) vighāṭesi. (past participle) vighāṭita. (present participle) vighātenta. (absolutive) vighāṭetvā	vighāṭeti	right_only
vighāṭetvā	absolutive	unfastens; breaks up; opens. (aorist) vighāṭesi. (past participle) vighāṭita. (present participle) vighātenta. (absolutive) vighāṭetvā	vighāṭeti	right_only
vighāṭesi	aorist vighāṭeti	unfastens; breaks up; opens. (aorist) vighāṭesi. (past participle) vighāṭita. (present participle) vighātenta. (absolutive) vighāṭetvā		right_only
vighātenta	present participle	unfastens; breaks up; opens. (aorist) vighāṭesi. (past participle) vighāṭita. (present participle) vighātenta. (absolutive) vighāṭetvā	vighāṭeti	right_only
vitacchitā	past participle	peeled; smoothed	vitacchitā	right_only
vippamuttu	past participle	released; set free; saved		right_only
vimlambitvā	absolutive	having loitered; having tarried; having hung about	vilambati	right_only
viyākaṃsu	v	they explained or predicted		right_only
viriyārambha	masculine	application of exertion		right_only
viriyindriya	neuter	the faculty of energy		right_only
vilimpetvā	absolutive	having smeared; having anointed	vilimpeti	right_only
vivaṭacchada	adjective	who has drown away the veil		right_only
visaṃvādana	neuter	lying		right_only
vītināmtia	past participle	spent time; waited	vītināmeti	right_only
vupakaṭṭha	adjective	secluded		right_only
vyayo	masculine & neuter; mano-group	age; loss; decay; expenditure. (see vaya)		right_only
saudaka	adjective	wet	udaka	right_only
saupaghātaṃ	adjective	subject to harm	upaghāta	right_only
saupaddava	adjective	subject to calamity; unsafe; dangerous	upaddava	right_only
saupāhanā	adjective	wearings sandals; shod	upāhanā	right_only
saūmi	adjective	with waves; turbulent	ūmi	right_only
saṃvāsam kappeti	phrase	lives with; especially lives as a man and wife, cohabits (with saddhiṁ + instrumental)	kappeti	right_only
saṃvidamāna	present participle	arranging; giving orders	saṁvidahati	right_only
sakaṇika	adjective	blemished, marked with spots or freckles	kaṇika	right_only
sakatamukha	adjective	narrow in front like the yoke of a buggi		right_only
sakasāva	adjective	defective, imperfect; impure	kasāva	right_only
sakuṇagghī	masculine	a hawk		right_only
sakkarīyatimāna	present participle	respecting	sakkarīyati	right_only
saccakiriya	feminine	a declaration on oath		right_only
saccavāca	masculine	one who speaks the truth		right_only
saduttara	adjective	very hard to cross over or climb out of		right_only
sanucara	adjective	together with follower(s)		right_only
sanucārika	adjective	with a female companion		right_only
santevāsika	adjective	with resident pupils, i.e. with internal impurities	['antevāsika', 'sāntevāsika']	right_only
sapekkha	adjective	having a longing (for); with longing	['sapekha', 'apekkhā']	right_only
sapekha	adjective	having a longing (for); with longing	['sapekkha', 'apekhā']	right_only
savajja	adjective	blameworthy, faulty	avajja	right_only
savasesa	adjective	having something left; incomplete (of an offense) remediable	avasesa	right_only
savupādāna	adjective & neuter	(adjective) holding on to; marked by grasping; having(material) support, supplied with fuel	['upādāna', 'saupādāna', 'sopādāna']	right_only
savupādāna	adjective & neuter	(neuter) (a state of) holding on to; the having support	['upādāna', 'saupādāna', 'sopādāna']	right_only
samajjabhicaraṇa	neuter	visiting fairs or festivals		right_only
samavepākinī	feminine	promoting good digestion		right_only
samādana	neuter	taking; observance; acceptance		right_only
samāseti	saṁ + ās + e	associates; combines; abridges		right_only
samitāvi	masculine	one who has quieted himself		right_only
samupabbūḷha	adjective	in full swing; crowded		right_only
sampupphita	past participle	in full bloom		right_only
samphappalapa	masculine	talking nonsense		right_only
sammapaññā	feminine	right knowledge		right_only
sāgata	adjective & neuter	well come; welcome; well learnt; a good coming	['āgata', 'svāgata']	right_only
sātisāra	adjective	associated with an offense; transgressing	atisāra	right_only
sādhāra	adjective	with a stand	ādhāra	right_only
sānuvāda	adjective	open to criticism; at fault	anuvāda	right_only
sāntevāsika	adjective	with resident pupils, i.e. with internal impurities	['antevāsika', 'santevāsika']	right_only
